year,country,region,district,program_category,budget_amount,currency,grb_marker,gender_target,income_target,disability_target,source_file
2024,Armenia,Shirak,Gyumri,Education,359981.668781589,AMD,True,Women,Middle,With disability,sample_budget_2024.xlsx
2024,Armenia,Shirak,Gyumri,Health,2283965.2074620677,AMD,False,Both,All,All,sample_budget_2024.xlsx
2024,Armenia,Shirak,Gyumri,GBV_response,1416325.2338677265,AMD,False,Both,All,All,sample_budget_2024.xlsx
2024,Armenia,Shirak,Gyumri,Economic_support,1931674.5125196846,AMD,False,Both,All,All,sample_budget_2024.xlsx
2024,Armenia,Shirak,Gyumri,Economic_support,411626.8540448544,AMD,True,Women,Middle,With disability,sample_budget_2024.xlsx
2024,Armenia,Shirak,Gyumri,Governance_participation,1757849.1311619063,AMD,False,Both,All,All,sample_budget_2024.xlsx
2020,Armenia,Shirak,Ashot,Education,1865633.3590027743,AMD,False,Both,All,All,sample_budget_2020.xlsx
2020,Armenia,Shirak,Ashot,Education,401457.7805419319,AMD,True,Both,Middle,With disability,sample_budget_2020.xlsx
2020,Armenia,Shirak,Ashot,Health,2482036.112686658,AMD,True,Both,All,All,sample_budget_2020.xlsx
2020,Armenia,Shirak,Ashot,Health,412993.6928000386,AMD,True,Women,Middle,All,sample_budget_2020.xlsx
2020,Armenia,Shirak,Ashot,GBV_response,2169605.246318728,AMD,False,Both,All,All,sample_budget_2020.xlsx
2020,Armenia,Shirak,Ashot,GBV_response,1119433.7011477817,AMD,True,Both,Low,All,sample_budget_2020.xlsx
2020,Armenia,Shirak,Ashot,Economic_support,2265744.8256326215,AMD,True,Both,All,All,sample_budget_2020.xlsx
2020,Armenia,Shirak,Ashot,Economic_support,657714.2629479518,AMD,True,Women,Low,With disability,sample_budget_2020.xlsx
2020,Armenia,Shirak,Ashot,Governance_participation,2704590.749696091,AMD,True,Both,All,All,sample_budget_2020.xlsx
2020,Armenia,Shirak,Ashot,Governance_participation,973456.2672349126,AMD,True,Women,Low,All,sample_budget_2020.xlsx
2021,Armenia,Shirak,Ashot,Education,2793791.18065149,AMD,False,Both,All,All,sample_budget_2021.xlsx
2021,Armenia,Shirak,Ashot,Education,739624.250827937,AMD,True,Both,All,All,sample_budget_2021.xlsx
2021,Armenia,Shirak,Ashot,Health,1628121.763425549,AMD,True,Both,All,All,sample_budget_2021.xlsx
2021,Armenia,Shirak,Ashot,Health,302505.74468361516,AMD,True,Women,Low,No disability,sample_budget_2021.xlsx
2021,Armenia,Shirak,Ashot,GBV_response,2750270.1153840674,AMD,False,Both,All,All,sample_budget_2021.xlsx
2021,Armenia,Shirak,Ashot,GBV_response,549459.2209434665,AMD,True,Women,Low,All,sample_budget_2021.xlsx
2021,Armenia,Shirak,Ashot,Economic_support,1160743.5130097957,AMD,False,Both,All,All,sample_budget_2021.xlsx
2021,Armenia,Shirak,Ashot,Economic_support,463551.5423832335,AMD,True,Both,Low,With disability,sample_budget_2021.xlsx
2021,Armenia,Shirak,Ashot,Governance_participation,1919030.8641665666,AMD,False,Both,All,All,sample_budget_2021.xlsx
2022,Armenia,Shirak,Ashot,Education,1918209.4706146664,AMD,False,Both,All,All,sample_budget_2022.xlsx
2022,Armenia,Shirak,Ashot,Education,343779.1357102319,AMD,True,Women,Middle,With disability,sample_budget_2022.xlsx
2022,Armenia,Shirak,Ashot,Health,1913098.3201900593,AMD,True,Both,All,All,sample_budget_2022.xlsx
2022,Armenia,Shirak,Ashot,Health,329213.06644759665,AMD,True,Women,Low,All,sample_budget_2022.xlsx
2022,Armenia,Shirak,Ashot,GBV_response,2181347.0151300267,AMD,False,Both,All,All,sample_budget_2022.xlsx
2022,Armenia,Shirak,Ashot,Economic_support,1677284.921114101,AMD,False,Both,All,All,sample_budget_2022.xlsx
2022,Armenia,Shirak,Ashot,Governance_participation,1452349.3375330644,AMD,True,Both,All,All,sample_budget_2022.xlsx
2022,Armenia,Shirak,Ashot,Governance_participation,396097.47806495224,AMD,True,Women,Low,With disability,sample_budget_2022.xlsx
2023,Armenia,Shirak,Ashot,Education,2117434.5153464144,AMD,False,Both,All,All,sample_budget_2023.xlsx
2023,Armenia,Shirak,Ashot,Health,2500041.4670038214,AMD,True,Both,All,All,sample_budget_2023.xlsx
2023,Armenia,Shirak,Ashot,GBV_response,3218129.7680911105,AMD,False,Both,All,All,sample_budget_2023.xlsx
2023,Armenia,Shirak,Ashot,Economic_support,2876947.6015543384,AMD,False,Both,All,All,sample_budget_2023.xlsx
2023,Armenia,Shirak,Ashot,Economic_support,1403099.6609919367,AMD,True,Both,Low,All,sample_budget_2023.xlsx
2023,Armenia,Shirak,Ashot,Governance_participation,2499923.2665406484,AMD,False,Both,All,All,sample_budget_2023.xlsx
2023,Armenia,Shirak,Ashot,Governance_participation,549552.9342787762,AMD,True,Women,Low,No disability,sample_budget_2023.xlsx
2024,Armenia,Shirak,Ashot,Education,3359730.658746893,AMD,False,Both,All,All,sample_budget_2024.xlsx
2024,Armenia,Shirak,Ashot,Education,1405415.2725875727,AMD,True,Both,Low,With disability,sample_budget_2024.xlsx
2024,Armenia,Shirak,Ashot,Health,2728438.1256995467,AMD,False,Both,All,All,sample_budget_2024.xlsx
2024,Armenia,Shirak,Ashot,Health,642125.5450131003,AMD,True,Both,Middle,All,sample_budget_2024.xlsx
2024,Armenia,Shirak,Ashot,GBV_response,3180114.0047836634,AMD,False,Both,All,All,sample_budget_2024.xlsx
2024,Armenia,Shirak,Ashot,GBV_response,605769.4579464286,AMD,True,Both,Middle,All,sample_budget_2024.xlsx
2024,Armenia,Shirak,Ashot,Economic_support,3003381.0066357404,AMD,False,Both,All,All,sample_budget_2024.xlsx
2024,Armenia,Shirak,Ashot,Governance_participation,2009793.4736771446,AMD,False,Both,All,All,sample_budget_2024.xlsx
2024,Armenia,Shirak,Ashot,Governance_participation,757815.1059733309,AMD,True,Women,All,With disability,sample_budget_2024.xlsx
2020,Colombia,Bogota,Teusaquillo,Education,3134096.733306032,COP,False,Both,All,All,sample_budget_2020.xlsx
2020,Colombia,Bogota,Teusaquillo,Health,2947605.3118029325,COP,False,Both,All,All,sample_budget_2020.xlsx
2020,Colombia,Bogota,Teusaquillo,Health,1439280.078748936,COP,True,Both,Low,All,sample_budget_2020.xlsx
2020,Colombia,Bogota,Teusaquillo,GBV_response,1707334.303794573,COP,False,Both,All,All,sample_budget_2020.xlsx
2020,Colombia,Bogota,Teusaquillo,Economic_support,2120707.083294536,COP,False,Both,All,All,sample_budget_2020.xlsx
2020,Colombia,Bogota,Teusaquillo,Economic_support,654700.2269082972,COP,True,Women,All,With disability,sample_budget_2020.xlsx
2020,Colombia,Bogota,Teusaquillo,Governance_participation,2084474.6213764055,COP,True,Both,All,All,sample_budget_2020.xlsx
2021,Colombia,Bogota,Teusaquillo,Education,1901062.7070225545,COP,True,Both,All,All,sample_budget_2021.xlsx
2021,Colombia,Bogota,Teusaquillo,Education,648341.4886653512,COP,True,Women,Low,No disability,sample_budget_2021.xlsx
2021,Colombia,Bogota,Teusaquillo,Health,1524814.9649090725,COP,True,Both,All,All,sample_budget_2021.xlsx
2021,Colombia,Bogota,Teusaquillo,GBV_response,1334515.5560536205,COP,False,Both,All,All,sample_budget_2021.xlsx
2021,Colombia,Bogota,Teusaquillo,GBV_response,652506.3431936547,COP,True,Women,Low,All,sample_budget_2021.xlsx
2021,Colombia,Bogota,Teusaquillo,Economic_support,974428.0904198228,COP,True,Both,All,All,sample_budget_2021.xlsx
2021,Colombia,Bogota,Teusaquillo,Economic_support,329226.7323980292,COP,True,Women,Low,No disability,sample_budget_2021.xlsx
2021,Colombia,Bogota,Teusaquillo,Governance_participation,1840224.4075311974,COP,False,Both,All,All,sample_budget_2021.xlsx
2021,Colombia,Bogota,Teusaquillo,Governance_participation,384937.3461342525,COP,True,Both,Low,All,sample_budget_2021.xlsx
2022,Colombia,Bogota,Teusaquillo,Education,1568882.5757772143,COP,False,Both,All,All,sample_budget_2022.xlsx
2022,Colombia,Bogota,Teusaquillo,Education,541405.7327246658,COP,True,Women,Middle,All,sample_budget_2022.xlsx
2022,Colombia,Bogota,Teusaquillo,Health,1687859.9139773902,COP,True,Both,All,All,sample_budget_2022.xlsx
2022,Colombia,Bogota,Teusaquillo,Health,615934.059857691,COP,True,Women,All,All,sample_budget_2022.xlsx
2022,Colombia,Bogota,Teusaquillo,GBV_response,1349219.2832493759,COP,False,Both,All,All,sample_budget_2022.xlsx
2022,Colombia,Bogota,Teusaquillo,GBV_response,425067.14082827634,COP,True,Women,Low,All,sample_budget_2022.xlsx
2022,Colombia,Bogota,Teusaquillo,Economic_support,705612.095882102,COP,True,Both,All,All,sample_budget_2022.xlsx
2022,Colombia,Bogota,Teusaquillo,Governance_participation,1959177.075010023,COP,False,Both,All,All,sample_budget_2022.xlsx
2023,Colombia,Bogota,Teusaquillo,Education,2849968.900175756,COP,True,Both,All,All,sample_budget_2023.xlsx
2023,Colombia,Bogota,Teusaquillo,Education,1649439.9372876387,COP,True,Women,Middle,All,sample_budget_2023.xlsx
2023,Colombia,Bogota,Teusaquillo,Health,4141080.8717947905,COP,False,Both,All,All,sample_budget_2023.xlsx
2023,Colombia,Bogota,Teusaquillo,GBV_response,2870176.1150977286,COP,False,Both,All,All,sample_budget_2023.xlsx
2023,Colombia,Bogota,Teusaquillo,Economic_support,3968361.9332443764,COP,False,Both,All,All,sample_budget_2023.xlsx
2023,Colombia,Bogota,Teusaquillo,Economic_support,1288411.3091187305,COP,True,Both,Middle,With disability,sample_budget_2023.xlsx
2023,Colombia,Bogota,Teusaquillo,Governance_participation,2386004.0029643495,COP,True,Both,All,All,sample_budget_2023.xlsx
2024,Colombia,Bogota,Teusaquillo,Education,3178101.5646138517,COP,False,Both,All,All,sample_budget_2024.xlsx
2024,Colombia,Bogota,Teusaquillo,Education,531566.0184330617,COP,True,Women,Middle,All,sample_budget_2024.xlsx
2024,Colombia,Bogota,Teusaquillo,Health,1987339.8761737228,COP,False,Both,All,All,sample_budget_2024.xlsx
2024,Colombia,Bogota,Teusaquillo,Health,581528.6851584197,COP,True,Women,Low,All,sample_budget_2024.xlsx
2024,Colombia,Bogota,Teusaquillo,GBV_response,3407289.1526931124,COP,False,Both,All,All,sample_budget_2024.xlsx
2024,Colombia,Bogota,Teusaquillo,Economic_support,1883986.9234191643,COP,True,Both,All,All,sample_budget_2024.xlsx
2024,Colombia,Bogota,Teusaquillo,Economic_support,508902.9386212834,COP,True,Both,Middle,With disability,sample_budget_2024.xlsx
2024,Colombia,Bogota,Teusaquillo,Governance_participation,1666962.1597014237,COP,True,Both,All,All,sample_budget_2024.xlsx
2024,Colombia,Bogota,Teusaquillo,Governance_participation,834189.2126506113,COP,True,Both,All,All,sample_budget_2024.xlsx
2020,Colombia,Bogota,Bosa,Education,1364777.6082986868,COP,True,Both,All,All,sample_budget_2020.xlsx
2020,Colombia,Bogota,Bosa,Education,608072.1333844557,COP,True,Women,Low,All,sample_budget_2020.xlsx
2020,Colombia,Bogota,Bosa,Health,2026096.9037709842,COP,False,Both,All,All,sample_budget_2020.xlsx
2020,Colombia,Bogota,Bosa,Health,929525.2690156414,COP,True,Women,Middle,With disability,sample_budget_2020.xlsx
2020,Colombia,Bogota,Bosa,GBV_response,2353345.295712401,COP,False,Both,All,All,sample_budget_2020.xlsx
2020,Colombia,Bogota,Bosa,Economic_support,1926038.935354959,COP,True,Both,All,All,sample_budget_2020.xlsx
2020,Colombia,Bogota,Bosa,Governance_participation,2922882.352773482,COP,False,Both,All,All,sample_budget_2020.xlsx
2021,Colombia,Bogota,Bosa,Education,3149686.284485246,COP,False,Both,All,All,sample_budget_2021.xlsx
2021,Colombia,Bogota,Bosa,Health,2717891.66763,COP,True,Both,All,All,sample_budget_2021.xlsx
2021,Colombia,Bogota,Bosa,Health,881322.6020217313,COP,True,Women,Low,No disability,sample_budget_2021.xlsx
2021,Colombia,Bogota,Bosa,GBV_response,2664837.8485722956,COP,False,Both,All,All,sample_budget_2021.xlsx
2021,Colombia,Bogota,Bosa,GBV_response,559504.9066792604,COP,True,Women,Middle,With disability,sample_budget_2021.xlsx
2021,Colombia,Bogota,Bosa,Economic_support,2390026.357434259,COP,False,Both,All,All,sample_budget_2021.xlsx
2021,Colombia,Bogota,Bosa,Governance_participation,2524790.948969446,COP,False,Both,All,All,sample_budget_2021.xlsx
2021,Colombia,Bogota,Bosa,Governance_participation,1174086.331484206,COP,True,Both,All,All,sample_budget_2021.xlsx
2022,Colombia,Bogota,Bosa,Education,1274382.3308865218,COP,False,Both,All,All,sample_budget_2022.xlsx
2022,Colombia,Bogota,Bosa,Education,286670.8220048537,COP,True,Women,Low,All,sample_budget_2022.xlsx
2022,Colombia,Bogota,Bosa,Health,1244633.9435055265,COP,False,Both,All,All,sample_budget_2022.xlsx
2022,Colombia,Bogota,Bosa,GBV_response,781107.5575852608,COP,False,Both,All,All,sample_budget_2022.xlsx
2022,Colombia,Bogota,Bosa,GBV_response,318108.0672660664,COP,True,Women,Low,No disability,sample_budget_2022.xlsx
2022,Colombia,Bogota,Bosa,Economic_support,1852153.9931783236,COP,False,Both,All,All,sample_budget_2022.xlsx
2022,Colombia,Bogota,Bosa,Economic_support,661182.5687165849,COP,True,Women,Low,All,sample_budget_2022.xlsx
2022,Colombia,Bogota,Bosa,Governance_participation,1264493.658093701,COP,False,Both,All,All,sample_budget_2022.xlsx
2022,Colombia,Bogota,Bosa,Governance_participation,289641.23997582373,COP,True,Women,Low,All,sample_budget_2022.xlsx
2023,Colombia,Bogota,Bosa,Education,2099524.440012645,COP,False,Both,All,All,sample_budget_2023.xlsx
2023,Colombia,Bogota,Bosa,Education,760819.6661174509,COP,True,Women,Low,With disability,sample_budget_2023.xlsx
2023,Colombia,Bogota,Bosa,Health,1738588.6699982244,COP,True,Both,All,All,sample_budget_2023.xlsx
2023,Colombia,Bogota,Bosa,Health,300004.4101367442,COP,True,Women,Low,With disability,sample_budget_2023.xlsx
2023,Colombia,Bogota,Bosa,GBV_response,1128983.0328268555,COP,True,Both,All,All,sample_budget_2023.xlsx
2023,Colombia,Bogota,Bosa,GBV_response,260275.80951673686,COP,True,Women,Middle,With disability,sample_budget_2023.xlsx
2023,Colombia,Bogota,Bosa,Economic_support,1280159.1824677766,COP,False,Both,All,All,sample_budget_2023.xlsx
2023,Colombia,Bogota,Bosa,Economic_support,304988.05234850344,COP,True,Women,Low,All,sample_budget_2023.xlsx
2023,Colombia,Bogota,Bosa,Governance_participation,1312355.2119170674,COP,False,Both,All,All,sample_budget_2023.xlsx
2024,Colombia,Bogota,Bosa,Education,1793892.2679968555,COP,False,Both,All,All,sample_budget_2024.xlsx
2024,Colombia,Bogota,Bosa,Education,789639.2857284229,COP,True,Women,Middle,With disability,sample_budget_2024.xlsx
2024,Colombia,Bogota,Bosa,Health,2405519.6093477653,COP,False,Both,All,All,sample_budget_2024.xlsx
2024,Colombia,Bogota,Bosa,Health,952426.3337310664,COP,True,Women,Low,No disability,sample_budget_2024.xlsx
2024,Colombia,Bogota,Bosa,GBV_response,2704816.8632974327,COP,False,Both,All,All,sample_budget_2024.xlsx
2024,Colombia,Bogota,Bosa,GBV_response,1077007.1536267095,COP,True,Both,Low,With disability,sample_budget_2024.xlsx
2024,Colombia,Bogota,Bosa,Economic_support,3424423.5813727845,COP,False,Both,All,All,sample_budget_2024.xlsx
2024,Colombia,Bogota,Bosa,Economic_support,819668.6473530552,COP,True,Women,Low,All,sample_budget_2024.xlsx
2024,Colombia,Bogota,Bosa,Governance_participation,2524390.1626287834,COP,False,Both,All,All,sample_budget_2024.xlsx
2020,Colombia,Antioquia,Medellin_Centro,Education,3588556.279264323,COP,True,Both,All,All,sample_budget_2020.xlsx
2020,Colombia,Antioquia,Medellin_Centro,Education,812162.4488818133,COP,True,Women,Low,With disability,sample_budget_2020.xlsx
2020,Colombia,Antioquia,Medellin_Centro,Health,2592113.703793493,COP,False,Both,All,All,sample_budget_2020.xlsx
2020,Colombia,Antioquia,Medellin_Centro,GBV_response,1143644.7595500918,COP,False,Both,All,All,sample_budget_2020.xlsx
2020,Colombia,Antioquia,Medellin_Centro,GBV_response,339422.68650087767,COP,True,Women,Middle,All,sample_budget_2020.xlsx
2020,Colombia,Antioquia,Medellin_Centro,Economic_support,2420916.4045547755,COP,False,Both,All,All,sample_budget_2020.xlsx
2020,Colombia,Antioquia,Medellin_Centro,Governance_participation,1812015.1036138125,COP,False,Both,All,All,sample_budget_2020.xlsx
2020,Colombia,Antioquia,Medellin_Centro,Governance_participation,723638.441037558,COP,True,Both,Low,With disability,sample_budget_2020.xlsx
2021,Colombia,Antioquia,Medellin_Centro,Education,2536200.318902453,COP,False,Both,All,All,sample_budget_2021.xlsx
2021,Colombia,Antioquia,Medellin_Centro,Education,561386.2341622562,COP,True,Both,Low,All,sample_budget_2021.xlsx
2021,Colombia,Antioquia,Medellin_Centro,Health,944736.4331779858,COP,False,Both,All,All,sample_budget_2021.xlsx
2021,Colombia,Antioquia,Medellin_Centro,Health,521160.86346833454,COP,True,Women,Low,With disability,sample_budget_2021.xlsx
2021,Colombia,Antioquia,Medellin_Centro,GBV_response,1353849.9641178898,COP,True,Both,All,All,sample_budget_2021.xlsx
2021,Colombia,Antioquia,Medellin_Centro,Economic_support,2594082.042138376,COP,False,Both,All,All,sample_budget_2021.xlsx
2021,Colombia,Antioquia,Medellin_Centro,Economic_support,587397.1106107867,COP,True,Women,Low,All,sample_budget_2021.xlsx
2021,Colombia,Antioquia,Medellin_Centro,Governance_participation,950629.6481784887,COP,False,Both,All,All,sample_budget_2021.xlsx
2021,Colombia,Antioquia,Medellin_Centro,Governance_participation,190059.9518688157,COP,True,Women,Middle,No disability,sample_budget_2021.xlsx
2022,Colombia,Antioquia,Medellin_Centro,Education,2359297.469201104,COP,False,Both,All,All,sample_budget_2022.xlsx
2022,Colombia,Antioquia,Medellin_Centro,Education,763528.4404564622,COP,True,Women,Middle,No disability,sample_budget_2022.xlsx
2022,Colombia,Antioquia,Medellin_Centro,Health,2424018.9498701957,COP,False,Both,All,All,sample_budget_2022.xlsx
2022,Colombia,Antioquia,Medellin_Centro,Health,1061849.1122184712,COP,True,Women,Middle,With disability,sample_budget_2022.xlsx
2022,Colombia,Antioquia,Medellin_Centro,GBV_response,2166470.0795932813,COP,True,Both,All,All,sample_budget_2022.xlsx
2022,Colombia,Antioquia,Medellin_Centro,Economic_support,1878087.2411011364,COP,False,Both,All,All,sample_budget_2022.xlsx
2022,Colombia,Antioquia,Medellin_Centro,Economic_support,646803.1888860431,COP,True,Both,Middle,All,sample_budget_2022.xlsx
2022,Colombia,Antioquia,Medellin_Centro,Governance_participation,2927479.0659503597,COP,False,Both,All,All,sample_budget_2022.xlsx
2023,Colombia,Antioquia,Medellin_Centro,Education,1633956.651382733,COP,False,Both,All,All,sample_budget_2023.xlsx
2023,Colombia,Antioquia,Medellin_Centro,Education,746753.7368999401,COP,True,Women,All,With disability,sample_budget_2023.xlsx
2023,Colombia,Antioquia,Medellin_Centro,Health,1827848.5572716647,COP,False,Both,All,All,sample_budget_2023.xlsx
2023,Colombia,Antioquia,Medellin_Centro,Health,848569.244215043,COP,True,Women,All,All,sample_budget_2023.xlsx
2023,Colombia,Antioquia,Medellin_Centro,GBV_response,2012120.8979756795,COP,False,Both,All,All,sample_budget_2023.xlsx
2023,Colombia,Antioquia,Medellin_Centro,GBV_response,617949.9491690764,COP,True,Women,Low,With disability,sample_budget_2023.xlsx
2023,Colombia,Antioquia,Medellin_Centro,Economic_support,2478745.2466202346,COP,False,Both,All,All,sample_budget_2023.xlsx
2023,Colombia,Antioquia,Medellin_Centro,Economic_support,529830.9411007762,COP,True,Both,Low,All,sample_budget_2023.xlsx
2023,Colombia,Antioquia,Medellin_Centro,Governance_participation,1466566.6287138325,COP,False,Both,All,All,sample_budget_2023.xlsx
2023,Colombia,Antioquia,Medellin_Centro,Governance_participation,364964.55714350037,COP,True,Women,Middle,All,sample_budget_2023.xlsx
2024,Colombia,Antioquia,Medellin_Centro,Education,1317830.5449907333,COP,False,Both,All,All,sample_budget_2024.xlsx
2024,Colombia,Antioquia,Medellin_Centro,Health,761862.2438364786,COP,False,Both,All,All,sample_budget_2024.xlsx
2024,Colombia,Antioquia,Medellin_Centro,Health,170769.22650519686,COP,True,Women,Low,All,sample_budget_2024.xlsx
2024,Colombia,Antioquia,Medellin_Centro,GBV_response,1568434.8569697326,COP,True,Both,All,All,sample_budget_2024.xlsx
2024,Colombia,Antioquia,Medellin_Centro,GBV_response,479151.3022194904,COP,True,Women,Low,All,sample_budget_2024.xlsx
2024,Colombia,Antioquia,Medellin_Centro,Economic_support,1946320.2858625809,COP,False,Both,All,All,sample_budget_2024.xlsx
2024,Colombia,Antioquia,Medellin_Centro,Economic_support,549620.6077912317,COP,True,Both,All,All,sample_budget_2024.xlsx
2024,Colombia,Antioquia,Medellin_Centro,Governance_participation,1602268.390545787,COP,False,Both,All,All,sample_budget_2024.xlsx
2024,Colombia,Antioquia,Medellin_Centro,Governance_participation,478425.8696310637,COP,True,Both,Low,With disability,sample_budget_2024.xlsx
2020,Colombia,Antioquia,Medellin_Oeste,Education,989897.5813760352,COP,False,Both,All,All,sample_budget_2020.xlsx
2020,Colombia,Antioquia,Medellin_Oeste,Education,450854.071769556,COP,True,Women,Middle,All,sample_budget_2020.xlsx
2020,Colombia,Antioquia,Medellin_Oeste,Health,2139863.1184781916,COP,False,Both,All,All,sample_budget_2020.xlsx
2020,Colombia,Antioquia,Medellin_Oeste,Health,724225.4839954501,COP,True,Both,Low,All,sample_budget_2020.xlsx
2020,Colombia,Antioquia,Medellin_Oeste,GBV_response,1584085.854576424,COP,False,Both,All,All,sample_budget_2020.xlsx
2020,Colombia,Antioquia,Medellin_Oeste,GBV_response,461636.28725100815,COP,True,Both,Middle,All,sample_budget_2020.xlsx
2020,Colombia,Antioquia,Medellin_Oeste,Economic_support,1012488.4247499226,COP,False,Both,All,All,sample_budget_2020.xlsx
2020,Colombia,Antioquia,Medellin_Oeste,Governance_participation,1541509.1280582538,COP,False,Both,All,All,sample_budget_2020.xlsx
2020,Colombia,Antioquia,Medellin_Oeste,Governance_participation,414934.4873855153,COP,True,Women,All,All,sample_budget_2020.xlsx
2021,Colombia,Antioquia,Medellin_Oeste,Education,1345972.6747166836,COP,False,Both,All,All,sample_budget_2021.xlsx
2021,Colombia,Antioquia,Medellin_Oeste,Education,590584.0789711105,COP,True,Both,Middle,All,sample_budget_2021.xlsx
2021,Colombia,Antioquia,Medellin_Oeste,Health,2316164.5185745517,COP,False,Both,All,All,sample_budget_2021.xlsx
2021,Colombia,Antioquia,Medellin_Oeste,GBV_response,1167011.6161211052,COP,False,Both,All,All,sample_budget_2021.xlsx
2021,Colombia,Antioquia,Medellin_Oeste,Economic_support,2035712.2222430338,COP,True,Both,All,All,sample_budget_2021.xlsx
2021,Colombia,Antioquia,Medellin_Oeste,Economic_support,769283.4727329982,COP,True,Women,Middle,All,sample_budget_2021.xlsx
2021,Colombia,Antioquia,Medellin_Oeste,Governance_participation,2062660.9085614122,COP,True,Both,All,All,sample_budget_2021.xlsx
2022,Colombia,Antioquia,Medellin_Oeste,Education,3364067.2153682965,COP,False,Both,All,All,sample_budget_2022.xlsx
2022,Colombia,Antioquia,Medellin_Oeste,Education,589840.8128914483,COP,True,Women,Low,With disability,sample_budget_2022.xlsx
2022,Colombia,Antioquia,Medellin_Oeste,Health,2546757.231102655,COP,False,Both,All,All,sample_budget_2022.xlsx
2022,Colombia,Antioquia,Medellin_Oeste,Health,889847.2993876714,COP,True,Both,Low,With disability,sample_budget_2022.xlsx
2022,Colombia,Antioquia,Medellin_Oeste,GBV_response,3371170.9113793587,COP,False,Both,All,All,sample_budget_2022.xlsx
2022,Colombia,Antioquia,Medellin_Oeste,GBV_response,1115103.7329946165,COP,True,Women,Low,With disability,sample_budget_2022.xlsx
2022,Colombia,Antioquia,Medellin_Oeste,Economic_support,1873134.3654280065,COP,False,Both,All,All,sample_budget_2022.xlsx
2022,Colombia,Antioquia,Medellin_Oeste,Economic_support,820302.9369547401,COP,True,Both,Middle,All,sample_budget_2022.xlsx
2022,Colombia,Antioquia,Medellin_Oeste,Governance_participation,4067657.2074262514,COP,False,Both,All,All,sample_budget_2022.xlsx
2022,Colombia,Antioquia,Medellin_Oeste,Governance_participation,1277960.7869325299,COP,True,Women,Middle,All,sample_budget_2022.xlsx
2023,Colombia,Antioquia,Medellin_Oeste,Education,891975.2748845029,COP,False,Both,All,All,sample_budget_2023.xlsx
2023,Colombia,Antioquia,Medellin_Oeste,Education,175998.07406496044,COP,True,Both,Low,With disability,sample_budget_2023.xlsx
2023,Colombia,Antioquia,Medellin_Oeste,Health,2193393.0811343263,COP,False,Both,All,All,sample_budget_2023.xlsx
2023,Colombia,Antioquia,Medellin_Oeste,GBV_response,1578270.6873593666,COP,True,Both,All,All,sample_budget_2023.xlsx
2023,Colombia,Antioquia,Medellin_Oeste,GBV_response,659368.9138533556,COP,True,Women,All,All,sample_budget_2023.xlsx
2023,Colombia,Antioquia,Medellin_Oeste,Economic_support,1982271.6387815846,COP,False,Both,All,All,sample_budget_2023.xlsx
2023,Colombia,Antioquia,Medellin_Oeste,Economic_support,603643.5491225376,COP,True,Women,All,All,sample_budget_2023.xlsx
2023,Colombia,Antioquia,Medellin_Oeste,Governance_participation,1523533.28222545,COP,False,Both,All,All,sample_budget_2023.xlsx
2023,Colombia,Antioquia,Medellin_Oeste,Governance_participation,499422.3664200872,COP,True,Both,Low,With disability,sample_budget_2023.xlsx
2024,Colombia,Antioquia,Medellin_Oeste,Education,2776727.534359348,COP,True,Both,All,All,sample_budget_2024.xlsx
2024,Colombia,Antioquia,Medellin_Oeste,Health,2521711.0862447894,COP,True,Both,All,All,sample_budget_2024.xlsx
2024,Colombia,Antioquia,Medellin_Oeste,GBV_response,3335155.517689032,COP,False,Both,All,All,sample_budget_2024.xlsx
2024,Colombia,Antioquia,Medellin_Oeste,GBV_response,522037.5267422362,COP,True,Both,Low,All,sample_budget_2024.xlsx
2024,Colombia,Antioquia,Medellin_Oeste,Economic_support,2781948.9918041495,COP,False,Both,All,All,sample_budget_2024.xlsx
2024,Colombia,Antioquia,Medellin_Oeste,Economic_support,683728.0098391335,COP,True,Women,Low,All,sample_budget_2024.xlsx
2024,Colombia,Antioquia,Medellin_Oeste,Governance_participation,2963089.02370711,COP,False,Both,All,All,sample_budget_2024.xlsx
2020,Colombia,Valle_del_Cauca,Cali_Norte,Education,1912602.320790534,COP,False,Both,All,All,sample_budget_2020.xlsx
2020,Colombia,Valle_del_Cauca,Cali_Norte,Education,379089.61824600276,COP,True,Women,Middle,With disability,sample_budget_2020.xlsx
2020,Colombia,Valle_del_Cauca,Cali_Norte,Health,3048711.426130864,COP,False,Both,All,All,sample_budget_2020.xlsx
2020,Colombia,Valle_del_Cauca,Cali_Norte,Health,1095433.837747477,COP,True,Women,Middle,All,sample_budget_2020.xlsx
2020,Colombia,Valle_del_Cauca,Cali_Norte,GBV_response,3427106.365673594,COP,False,Both,All,All,sample_budget_2020.xlsx
2020,Colombia,Valle_del_Cauca,Cali_Norte,GBV_response,1685143.571409168,COP,True,Women,Middle,All,sample_budget_2020.xlsx
2020,Colombia,Valle_del_Cauca,Cali_Norte,Economic_support,2316413.6777903447,COP,False,Both,All,All,sample_budget_2020.xlsx
2020,Colombia,Valle_del_Cauca,Cali_Norte,Governance_participation,1729938.1985820283,COP,False,Both,All,All,sample_budget_2020.xlsx
2021,Colombia,Valle_del_Cauca,Cali_Norte,Education,821581.0998131748,COP,False,Both,All,All,sample_budget_2021.xlsx
2021,Colombia,Valle_del_Cauca,Cali_Norte,Education,353708.1057974192,COP,True,Both,Low,All,sample_budget_2021.xlsx
